#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome F","NC_006072.1",866513,868249,"-",2908467,,"YALI0_F05852g","XP_505052.1",578,"YALI0F05852p"
"chromosome F","NC_006072.1",870417,871601,"+",2908468,,"YALI0_F05874g","XP_505053.1",394,"YALI0F05874p"
"chromosome F","NC_006072.1",872257,874449,"-",2908469,,"YALI0_F05896g","XP_505054.1",730,"YALI0F05896p"
"chromosome F","NC_006072.1",875608,877137,"+",2908470,,"YALI0_F05918g","XP_505055.1",509,"YALI0F05918p"
"chromosome F","NC_006072.1",878373,879902,"+",2908459,,"YALI0_F05940g","XP_505056.1",509,"YALI0F05940p"
"chromosome F","NC_006072.1",882439,884412,"-",2908441,,"YALI0_F05962g","XP_505057.1",657,"acetate--CoA ligase"
"chromosome F","NC_006072.1",888509,889948,"+",2908442,,"YALI0_F05984g","XP_505058.1",479,"YALI0F05984p"
"chromosome F","NC_006072.1",890990,892996,"-",2908443,,"YALI0_F06006g","XP_505059.1",668,"YALI0F06006p"
"chromosome F","NC_006072.1",894351,899372,"+",2908444,,"YALI0_F06028g","XP_505060.1",1673,"YALI0F06028p"
"chromosome F","NC_006072.1",900251,900901,"+",2908426,,"YALI0_F06050g","XP_505061.1",216,"YALI0F06050p"
"chromosome F","NC_006072.1",901430,902208,"-",7009608,,"YALI0_F06061g","XP_002143105.1",93,"YALI0F06061p"
"chromosome F","NC_006072.1",902531,905005,"-",2908445,,"YALI0_F06072g","XP_505062.1",824,"YALI0F06072p"
"chromosome F","NC_006072.1",907737,909581,"-",2908446,,"YALI0_F06094g","XP_505063.1",614,"YALI0F06094p"
"chromosome F","NC_006072.1",917668,919368,"+",2908428,,"YALI0_F06116g","XP_505064.1",566,"YALI0F06116p"
"chromosome F","NC_006072.1",919621,921051,"-",2908429,,"YALI0_F06138g","XP_505065.1",476,"YALI0F06138p"
"chromosome F","NC_006072.1",922982,923622,"+",2908430,,"YALI0_F06160g","XP_505066.1",142,"40S ribosomal protein S12"
"chromosome F","NC_006072.1",925589,926455,"-",2908431,,"YALI0_F06182g","XP_505067.1",288,"YALI0F06182p"
"chromosome F","NC_006072.1",927148,928071,"-",2908432,,"YALI0_F06204g","XP_505068.1",307,"YALI0F06204p"
"chromosome F","NC_006072.1",928855,929385,"+",2908418,,"YALI0_F06226g","XP_505069.2",176,"YALI0F06226p"
"chromosome F","NC_006072.1",929773,931032,"-",2908419,,"YALI0_F06248g","XP_505070.1",419,"YALI0F06248p"
"chromosome F","NC_006072.1",931602,932556,"+",7009609,,"YALI0_F06259g","XP_002143106.1",118,"YALI0F06259p"
"chromosome F","NC_006072.1",932794,934060,"-",2908420,,"YALI0_F06270g","XP_505071.1",208,"YALI0F06270p"
"chromosome F","NC_006072.1",934413,935500,"+",2908421,,"YALI0_F06292g","XP_505072.1",203,"YALI0F06292p"
"chromosome F","NC_006072.1",936034,937392,"+",2908405,,"YALI0_F06314g","XP_505073.1",251,"YALI0F06314p"
"chromosome F","NC_006072.1",937712,940315,"-",2908406,,"YALI0_F06336g","XP_505074.1",867,"YALI0F06336p"
"chromosome F","NC_006072.1",941548,943197,"-",2908407,,"YALI0_F06358g","XP_505075.2",549,"YALI0F06358p"
"chromosome F","NC_006072.1",945586,946683,"+",2908408,,"YALI0_F06372g","XP_505076.2",365,"YALI0F06372p"
"chromosome F","NC_006072.1",946949,948061,"-",2908409,,"YALI0_F06380g","XP_505077.1",370,"YALI0F06380p"
"chromosome F","NC_006072.1",948435,951725,"-",2908385,,"YALI0_F06402g","XP_505078.1",1096,"YALI0F06402p"
"chromosome F","NC_006072.1",952894,954183,"-",2908386,,"YALI0_F06424g","XP_505079.1",429,"YALI0F06424p"
"chromosome F","NC_006072.1",956218,958275,"+",2908387,,"YALI0_F06446g","XP_505080.1",685,"YALI0F06446p"
"chromosome F","NC_006072.1",958576,959739,"-",2908388,,"YALI0_F06468g","XP_505081.1",387,"YALI0F06468p"
"chromosome F","NC_006072.1",960761,961570,"+",2908389,,"YALI0_F06490g","XP_505082.1",269,"YALI0F06490p"
"chromosome F","NC_006072.1",961856,962653,"-",2908076,,"YALI0_F06512g","XP_505083.1",265,"YALI0F06512p"
"chromosome F","NC_006072.1",967331,969418,"-",2908077,,"YALI0_F06534g","XP_505084.1",695,"YALI0F06534p"
"chromosome F","NC_006072.1",970127,971908,"-",2908078,,"YALI0_F06556g","XP_505085.1",593,"YALI0F06556p"
"chromosome F","NC_006072.1",974607,976238,"+",2908079,,"YALI0_F06578g","XP_505086.1",543,"YALI0F06578p"
"chromosome F","NC_006072.1",977849,978703,"-",2908080,,"YALI0_F06600g","XP_505087.1",284,"YALI0F06600p"
"chromosome F","NC_006072.1",979006,979926,"-",2908081,,"YALI0_F06622g","XP_505088.1",306,"YALI0F06622p"
"chromosome F","NC_006072.1",980266,981300,"+",2907722,,"YALI0_F06644g","XP_505089.1",115,"YALI0F06644p"
"chromosome F","NC_006072.1",981553,983193,"-",2908516,,"YALI0_F06666g","XP_505090.1",546,"YALI0F06666p"
"chromosome F","NC_006072.1",984093,984521,"-",2908517,,"YALI0_F06688g","XP_505091.1",142,"YALI0F06688p"
"chromosome F","NC_006072.1",985572,986186,"+",2908518,,"YALI0_F06710g","XP_505092.1",204,"YALI0F06710p"
"chromosome F","NC_006072.1",989511,990134,"+",2908519,,"YALI0_F06732g","XP_505093.1",207,"YALI0F06732p"
"chromosome F","NC_006072.1",993169,994083,"+",2908520,,"YALI0_F06754g","XP_505094.1",304,"YALI0F06754p"
"chromosome F","NC_006072.1",996878,998476,"+",2908504,,"YALI0_F06776g","XP_505095.1",532,"YALI0F06776p"
"chromosome F","NC_006072.1",999526,1009658,"+",2908505,,"YALI0_F06791g","XP_505096.2",3212,"YALI0F06791p"
"chromosome F","NC_006072.1",1009876,1010976,"-",2908506,,"YALI0_F06820g","XP_505097.1",366,"YALI0F06820p"
"chromosome F","NC_006072.1",1011174,1011446,"-",7009611,,"YALI0_F06826g","XP_002143107.1",90,"YALI0F06826p"
"chromosome F","NC_006072.1",1012108,1013577,"+",2908507,,"YALI0_F06842g","XP_505098.1",489,"YALI0F06842p"
"chromosome F","NC_006072.1",1014897,1016939,"+",2908508,,"YALI0_F06864g","XP_505099.1",680,"YALI0F06864p"
"chromosome F","NC_006072.1",1017855,1018864,"-",2908473,,"YALI0_F06886g","XP_505100.1",319,"YALI0F06886p"
"chromosome F","NC_006072.1",1019246,1020901,"+",2908474,,"YALI0_F06908g","XP_505101.1",551,"YALI0F06908p"
"chromosome F","NC_006072.1",1022359,1023333,"+",2908476,,"YALI0_F06974g","XP_505102.1",324,"YALI0F06974p"
"chromosome F","NC_006072.1",1025264,1026862,"+",2908460,,"YALI0_F07018g","XP_505103.1",532,"YALI0F07018p"
"chromosome F","NC_006072.1",1029491,1031908,"+",2908461,,"YALI0_F07040g","XP_505104.1",805,"YALI0F07040p"
"chromosome F","NC_006072.1",1032419,1034119,"-",2908462,,"YALI0_F07062g","XP_505105.1",566,"YALI0F07062p"
"chromosome F","NC_006072.1",1038409,1045956,"+",2908463,,"YALI0_F07084g","XP_505106.1",2316,"YALI0F07084p"
"chromosome F","NC_006072.1",1046684,1048420,"-",2908464,,"YALI0_F07106g","XP_505107.1",578,"YALI0F07106p"
"chromosome F","NC_006072.1",1051699,1052907,"-",2908448,,"YALI0_F07128g","XP_505108.1",402,"YALI0F07128p"
"chromosome F","NC_006072.1",1054890,1055144,"-",2908450,,"YALI0_F07194g","XP_505109.1",84,"YALI0F07194p"
"chromosome F","NC_006072.1",1058396,1060195,"+",2908451,,"YALI0_F07216g","XP_505110.1",599,"YALI0F07216p"
"chromosome F","NC_006072.1",1060554,1061324,"-",2908452,,"YALI0_F07238g","XP_505111.1",256,"YALI0F07238p"
"chromosome F","NC_006072.1",1061997,1063190,"-",2908453,,"YALI0_F07260g","XP_505112.1",397,"YALI0F07260p"
"chromosome F","NC_006072.1",1067020,1068105,"+",2908436,,"YALI0_F07315g","XP_505115.1",361,"YALI0F07315p"
"chromosome F","NC_006072.1",1068748,1069749,"+",2908437,,"YALI0_F07337g","XP_505116.1",333,"YALI0F07337p"
"chromosome F","NC_006072.1",1070394,1071263,"-",2908438,,"YALI0_F07359g","XP_505117.1",289,"YALI0F07359p"
"chromosome F","NC_006072.1",1073082,1075355,"+",2908427,,"YALI0_F07381g","XP_505118.1",757,"YALI0F07381p"
"chromosome F","NC_006072.1",1075892,1076644,"+",2908413,,"YALI0_F07447g","XP_505119.1",250,"YALI0F07447p"
"chromosome F","NC_006072.1",1076812,1077619,"-",2908414,,"YALI0_F07469g","XP_505120.1",252,"YALI0F07469p"
"chromosome F","NC_006072.1",1077992,1080081,"+",2908415,,"YALI0_F07491g","XP_505121.1",665,"YALI0F07491p"
"chromosome F","NC_006072.1",1080266,1083820,"-",2908416,,"YALI0_F07513g","XP_505122.1",1184,"YALI0F07513p"
"chromosome F","NC_006072.1",1085604,1086500,"-",2908398,,"YALI0_F07535g","XP_505123.1",298,"YALI0F07535p"
"chromosome F","NC_006072.1",1089886,1092057,"+",2908400,,"YALI0_F07557g","XP_505124.1",723,"YALI0F07557p"
"chromosome F","NC_006072.1",1092310,1092723,"-",2908401,,"YALI0_F07579g","XP_505125.1",137,"YALI0F07579p"
"chromosome F","NC_006072.1",1093737,1095587,"+",2908402,,"YALI0_F07601g","XP_505126.1",616,"YALI0F07601p"
"chromosome F","NC_006072.1",1095734,1097134,"-",2908403,,"YALI0_F07623g","XP_505127.1",446,"YALI0F07623p"
"chromosome F","NC_006072.1",1097579,1098367,"+",2908391,,"YALI0_F07645g","XP_505128.1",262,"YALI0F07645p"
"chromosome F","NC_006072.1",1099063,1101096,"+",2908392,,"YALI0_F07667g","XP_505129.1",677,"YALI0F07667p"
"chromosome F","NC_006072.1",1101913,1102896,"+",2908393,,"YALI0_F07689g","XP_505130.1",327,"YALI0F07689p"
"chromosome F","NC_006072.1",1103135,1104802,"-",2908394,,"YALI0_F07711g","XP_505131.1",555,"YALI0F07711p"
"chromosome F","NC_006072.1",1106717,1107880,"-",2908395,,"YALI0_F07733g","XP_505132.1",387,"YALI0F07733p"
"chromosome F","NC_006072.1",1108643,1109227,"-",2908379,,"YALI0_F07755g","XP_505133.1",194,"YALI0F07755p"
"chromosome F","NC_006072.1",1114043,1116007,"+",2908380,,"YALI0_F07777g","XP_505134.1",595,"YALI0F07777p"
"chromosome F","NC_006072.1",1116491,1118452,"-",2908381,,"YALI0_F07799g","XP_505135.1",653,"YALI0F07799p"
"chromosome F","NC_006072.1",1119314,1119844,"-",2908382,,"YALI0_F07821g","XP_505136.1",176,"YALI0F07821p"
"chromosome F","NC_006072.1",1120839,1122305,"-",2908383,,"YALI0_F07843g","XP_505137.1",488,"YALI0F07843p"
"chromosome F","NC_006072.1",1123076,1124236,"-",2908374,,"YALI0_F07865g","XP_505138.1",386,"YALI0F07865p"
"chromosome F","NC_006072.1",1125980,1126975,"+",2908375,,"YALI0_F07887g","XP_505139.1",309,"YALI0F07887p"
"chromosome F","NC_006072.1",1127647,1128606,"+",2908376,,"YALI0_F07909g","XP_505140.1",221,"YALI0F07909p"
"chromosome F","NC_006072.1",1129069,1130148,"+",2908377,,"YALI0_F07931g","XP_505141.1",309,"YALI0F07931p"
"chromosome F","NC_006072.1",1130259,1130805,"-",2908982,,"YALI0_F07953g","XP_505142.2",165,"YALI0F07953p"
"chromosome F","NC_006072.1",1131249,1131965,"+",2908983,,"YALI0_F07975g","XP_505143.1",217,"YALI0F07975p"
"chromosome F","NC_006072.1",1132083,1132910,"-",2908984,,"YALI0_F08019g","XP_505144.1",275,"YALI0F08019p"
"chromosome F","NC_006072.1",1135521,1136186,"-",2908985,,"YALI0_F08041g","XP_505145.2",221,"YALI0F08041p"
"chromosome F","NC_006072.1",1138063,1139556,"-",2908986,,"YALI0_F08063g","XP_505146.1",497,"YALI0F08063p"
"chromosome F","NC_006072.1",1141567,1142619,"+",2908533,,"YALI0_F08085g","XP_505147.1",350,"YALI0F08085p"
"chromosome F","NC_006072.1",1142747,1144765,"-",2908534,,"YALI0_F08107g","XP_505148.1",672,"YALI0F08107p"
"chromosome F","NC_006072.1",1146804,1147826,"-",2908523,,"YALI0_F08129g","XP_505149.1",340,"YALI0F08129p"
"chromosome F","NC_006072.1",1149190,1150707,"+",2908524,,"YALI0_F08151g","XP_505150.1",505,"60S ribosomal export protein NMD3"
"chromosome F","NC_006072.1",1151830,1155777,"-",2908525,,"YALI0_F08165g","XP_505151.2",1126,"YALI0F08165p"
"chromosome F","NC_006072.1",1157409,1158167,"-",2908527,,"YALI0_F08195g","XP_505152.1",252,"YALI0F08195p"
"chromosome F","NC_006072.1",1160445,1161371,"+",2908510,,"YALI0_F08217g","XP_505153.1",308,"YALI0F08217p"
"chromosome F","NC_006072.1",1162146,1163408,"-",2908512,,"YALI0_F08283g","XP_505154.1",420,"YALI0F08283p"
"chromosome F","NC_006072.1",1164175,1166154,"-",2908513,,"YALI0_F08305g","XP_505155.1",514,"YALI0F08305p"
"chromosome F","NC_006072.1",1168356,1169817,"-",2908514,,"YALI0_F08327g","XP_505156.2",139,"YALI0F08327p"
"chromosome F","NC_006072.1",1172830,1175196,"+",2908497,,"YALI0_F08349g","XP_505157.1",788,"YALI0F08349p"
"chromosome F","NC_006072.1",1175498,1177996,"-",2908498,,"YALI0_F08371g","XP_505158.1",832,"YALI0F08371p"
"chromosome F","NC_006072.1",1178586,1179308,"+",2908499,,"YALI0_F08393g","XP_505159.1",162,"YALI0F08393p"
"chromosome F","NC_006072.1",1182607,1184241,"+",2908500,,"YALI0_F08415g","XP_505160.1",544,"YALI0F08415p"
"chromosome F","NC_006072.1",1185073,1185362,"-",2908501,,"YALI0_F08437g","XP_505161.2",62,"60S ribosomal protein L29"
"chromosome F","NC_006072.1",1187025,1187376,"+",2908491,,"YALI0_F08459g","XP_505162.1",99,"YALI0F08459p"
"chromosome F","NC_006072.1",1187487,1188339,"-",2908492,,"YALI0_F08481g","XP_505163.1",91,"YALI0F08481p"
"chromosome F","NC_006072.1",1189302,1190393,"-",2908493,,"YALI0_F08503g","XP_505164.1",363,"YALI0F08503p"
"chromosome F","NC_006072.1",1190565,1191134,"+",2908494,,"YALI0_F08525g","XP_505165.1",189,"YALI0F08525p"
"chromosome F","NC_006072.1",1192889,1193521,"+",2908479,,"YALI0_F08569g","XP_505167.1",210,"40S ribosomal protein S5"
"chromosome F","NC_006072.1",1195486,1197624,"+",2908480,,"YALI0_F08591g","XP_505168.1",712,"YALI0F08591p"
"chromosome F","NC_006072.1",1199863,1201116,"-",2908481,,"YALI0_F08613g","XP_505169.1",417,"YALI0F08613p"
"chromosome F","NC_006072.1",1203218,1205017,"+",2908482,,"YALI0_F08635g","XP_505170.1",599,"YALI0F08635p"
"chromosome F","NC_006072.1",1205777,1207840,"-",2908483,,"YALI0_F08657g","XP_505171.1",687,"YALI0F08657p"
"chromosome F","NC_006072.1",1208799,1211783,"+",2908367,,"YALI0_F08679g","XP_505172.1",994,"YALI0F08679p"
"chromosome F","NC_006072.1",1213650,1214795,"+",2908368,,"YALI0_F08701g","XP_505173.1",381,"YALI0F08701p"
"chromosome F","NC_006072.1",1216442,1217497,"-",2908369,,"YALI0_F08723g","XP_505174.1",351,"YALI0F08723p"
"chromosome F","NC_006072.1",1218467,1219234,"+",2908370,,"YALI0_F08745g","XP_505175.1",128,"ubiquitin-60S ribosomal protein L40 fusion protein"
"chromosome F","NC_006072.1",1221541,1225230,"-",2907874,,"YALI0_F08789g","XP_505177.1",1229,"YALI0F08789p"
"chromosome F","NC_006072.1",1227938,1231051,"-",2907875,,"YALI0_F08811g","XP_505178.1",1021,"YALI0F08811p"
"chromosome F","NC_006072.1",1232980,1235040,"+",2908230,,"YALI0_F08833g","XP_505179.1",686,"YALI0F08833p"
"chromosome F","NC_006072.1",1236226,1240760,"-",2908231,,"YALI0_F08855g","XP_505180.2",1462,"YALI0F08855p"
"chromosome F","NC_006072.1",1241571,1242014,"-",2908232,,"YALI0_F08877g","XP_505181.1",147,"YALI0F08877p"
"chromosome F","NC_006072.1",1243223,1245955,"+",2908233,,"YALI0_F08899g","XP_505182.1",910,"YALI0F08899p"
"chromosome F","NC_006072.1",1246439,1247659,"-",2908095,,"YALI0_F08921g","XP_505183.1",406,"YALI0F08921p"
"chromosome F","NC_006072.1",1249034,1250143,"-",2908096,,"YALI0_F08943g","XP_505184.1",369,"YALI0F08943p"
"chromosome F","NC_006072.1",1252652,1253392,"-",2908097,,"YALI0_F08965g","XP_505185.1",246,"YALI0F08965p"
"chromosome F","NC_006072.1",1254029,1256059,"-",2908098,,"YALI0_F08987g","XP_505186.1",676,"YALI0F08987p"
"chromosome F","NC_006072.1",1257657,1259795,"+",2908099,,"YALI0_F09009g","XP_505187.1",712,"YALI0F09009p"
"chromosome F","NC_006072.1",1259867,1261414,"-",2908100,,"YALI0_F09031g","XP_505188.1",515,"YALI0F09031p"
"chromosome F","NC_006072.1",1262102,1263298,"-",2908333,,"YALI0_F09053g","XP_505189.1",398,"YALI0F09053p"
"chromosome F","NC_006072.1",1263761,1264732,"-",2908334,,"YALI0_F09075g","XP_505190.1",323,"YALI0F09075p"
"chromosome F","NC_006072.1",1265382,1266410,"-",2908335,,"YALI0_F09097g","XP_505191.1",342,"YALI0F09097p"
"chromosome F","NC_006072.1",1270960,1271772,"-",2908336,,"YALI0_F09119g","XP_505192.1",270,"YALI0F09119p"
"chromosome F","NC_006072.1",1275533,1279192,"+",2908337,,"YALI0_F09141g","XP_505193.1",1219,"YALI0F09141p"
"chromosome F","NC_006072.1",1280874,1282040,"+",2908338,,"YALI0_F09163g","XP_505194.1",388,"YALI0F09163p"
"chromosome F","NC_006072.1",1282650,1284745,"-",2907873,,"YALI0_F09185g","XP_505195.2",515,"YALI0F09185p"
"chromosome F","NC_006072.1",1287080,1287730,"+",2908328,,"YALI0_F09229g","XP_505197.1",152,"YALI0F09229p"
"chromosome F","NC_006072.1",1289302,1290237,"+",2908329,,"YALI0_F09251g","XP_505198.1",311,"YALI0F09251p"
"chromosome F","NC_006072.1",1291564,1293282,"+",2908330,,"YALI0_F09273g","XP_505199.1",572,"YALI0F09273p"
"chromosome F","NC_006072.1",1293578,1294426,"-",2908331,,"YALI0_F09295g","XP_505200.1",282,"YALI0F09295p"
"chromosome F","NC_006072.1",1294990,1295901,"+",2908332,,"YALI0_F09317g","XP_505201.1",303,"YALI0F09317p"
"chromosome F","NC_006072.1",1297154,1297792,"+",2908698,,"YALI0_F09339g","XP_505202.1",212,"YALI0F09339p"
"chromosome F","NC_006072.1",1298177,1298632,"+",2908699,,"YALI0_F09361g","XP_505203.1",151,"YALI0F09361p"
"chromosome F","NC_006072.1",1299972,1301013,"+",2908700,,"YALI0_F09383g","XP_505204.1",139,"YALI0F09383p"
"chromosome F","NC_006072.1",1301130,1302053,"-",2908701,,"YALI0_F09405g","XP_505205.1",196,"YALI0F09405p"
"chromosome F","NC_006072.1",1302178,1302777,"+",2908702,,"YALI0_F09427g","XP_505207.1",178,"YALI0F09427p"
"chromosome F","NC_006072.1",1303048,1303779,"-",2908703,,"YALI0_F09449g","XP_505208.1",243,"YALI0F09449p"
"chromosome F","NC_006072.1",1304472,1305218,"+",2908942,,"YALI0_F09471g","XP_505209.1",248,"YALI0F09471p"
"chromosome F","NC_006072.1",1305395,1307041,"-",2908943,,"YALI0_F09493g","XP_505210.1",548,"YALI0F09493p"
"chromosome F","NC_006072.1",1307726,1308154,"+",2908944,,"YALI0_F09515g","XP_505211.2",142,"YALI0F09515p"
"chromosome F","NC_006072.1",1308640,1309179,"+",2908945,,"YALI0_F09537g","XP_505212.1",179,"YALI0F09537p"
"chromosome F","NC_006072.1",1309523,1312037,"+",2908946,,"YALI0_F09559g","XP_505213.2",821,"YALI0F09559p"
"chromosome F","NC_006072.1",1313234,1314985,"+",2908947,,"YALI0_F09581g","XP_505214.1",583,"YALI0F09581p"
"chromosome F","NC_006072.1",1315744,1316889,"-",2908970,,"YALI0_F09603g","XP_505215.1",381,"YALI0F09603p"
"chromosome F","NC_006072.1",1319225,1319950,"-",2908971,,"YALI0_F09625g","XP_505216.1",241,"YALI0F09625p"
"chromosome F","NC_006072.1",1320567,1320953,"-",2908972,,"YALI0_F09647g","XP_505217.2",128,"YALI0F09647p"
"chromosome F","NC_006072.1",1321812,1322804,"+",2908973,,"YALI0_F09669g","XP_505218.1",220,"YALI0F09669p"
"chromosome F","NC_006072.1",1326607,1329246,"+",2908974,,"YALI0_F09691g","XP_505219.1",879,"YALI0F09691p"
"chromosome F","NC_006072.1",1330254,1334071,"-",2908975,,"YALI0_F09746g","XP_505220.1",1252,"YALI0F09746p"
"chromosome F","NC_006072.1",1336315,1336662,"-",2908976,,"YALI0_F09768g","XP_505221.1",89,"YALI0F09768p"
"chromosome F","NC_006072.1",1337153,1337605,"+",2908977,,"YALI0_F09790g","XP_505222.1",150,"ubiquitin-40S ribosomal protein S31 fusion protein"
"chromosome F","NC_006072.1",1337790,1338263,"-",2908978,,"YALI0_F09812g","XP_505223.1",157,"YALI0F09812p"
"chromosome F","NC_006072.1",1339393,1342209,"+",2908979,,"YALI0_F09834g","XP_505224.1",938,"YALI0F09834p"
"chromosome F","NC_006072.1",1342866,1344434,"-",2908980,,"YALI0_F09856g","XP_505225.1",522,"YALI0F09856p"
"chromosome F","NC_006072.1",1345131,1346213,"+",2908981,,"YALI0_F09878g","XP_505226.1",360,"YALI0F09878p"
"chromosome F","NC_006072.1",1346894,1347433,"-",2908990,,"YALI0_F09944g","XP_505227.1",179,"YALI0F09944p"
"chromosome F","NC_006072.1",1348773,1350308,"-",2908991,,"YALI0_F09966g","XP_505228.1",511,"YALI0F09966p"
"chromosome F","NC_006072.1",1352432,1353385,"+",2908992,,"YALI0_F09988g","XP_505229.1",317,"YALI0F09988p"
"chromosome F","NC_006072.1",1354819,1357269,"+",2908993,,"YALI0_F10010g","XP_505230.1",816,"YALI0F10010p"
"chromosome F","NC_006072.1",1357774,1358385,"+",2908994,,"YALI0_F10032g","XP_505231.1",203,"YALI0F10032p"
"chromosome F","NC_006072.1",1358837,1359508,"-",2908995,,"YALI0_F10054g","XP_505232.1",223,"YALI0F10054p"
"chromosome F","NC_006072.1",1360092,1360925,"+",2908996,,"YALI0_F10076g","XP_505233.1",277,"YALI0F10076p"
"chromosome F","NC_006072.1",1361218,1364722,"-",2908997,,"YALI0_F10098g","XP_505234.2",1080,"YALI0F10098p"
"chromosome F","NC_006072.1",1366738,1368948,"-",2908999,,"YALI0_F10131g","XP_505236.1",736,"YALI0F10131p"
"chromosome F","NC_006072.1",1371754,1372986,"+",2909001,,"YALI0_F10153g","XP_505237.1",410,"YALI0F10153p"
"chromosome F","NC_006072.1",1379109,1379831,"+",2909002,,"YALI0_F10175g","XP_505238.1",240,"YALI0F10175p"
"chromosome F","NC_006072.1",1386334,1387961,"-",2909003,,"YALI0_F10197g","XP_505239.1",336,"YALI0F10197p"
"chromosome F","NC_006072.1",1390637,1391116,"+",2909004,,"YALI0_F10219g","XP_505240.1",159,"YALI0F10219p"
"chromosome F","NC_006072.1",1392359,1394662,"-",2909005,,"YALI0_F10241g","XP_505241.1",767,"YALI0F10241p"
"chromosome F","NC_006072.1",1399493,1400725,"-",2909007,,"YALI0_F10285g","XP_505242.1",410,"YALI0F10285p"
"chromosome F","NC_006072.1",1402178,1403443,"+",2909008,,"YALI0_F10307g","XP_505243.1",421,"YALI0F10307p"
"chromosome F","NC_006072.1",1406943,1408442,"+",2907936,,"YALI0_F10373g","XP_505244.1",499,"YALI0F10373p"
"chromosome F","NC_006072.1",1409924,1410430,"-",2907938,,"YALI0_F10439g","XP_505245.2",168,"YALI0F10439p"
"chromosome F","NC_006072.1",1410605,1413340,"-",2907939,,"YALI0_F10461g","XP_505246.1",911,"YALI0F10461p"
"chromosome F","NC_006072.1",1416244,1416582,"-",2907940,,"YALI0_F10483g","XP_505247.2",112,"YALI0F10483p"
"chromosome F","NC_006072.1",1417324,1418292,"+",2907941,,"YALI0_F10505g","XP_505248.1",322,"YALI0F10505p"
"chromosome F","NC_006072.1",1418883,1419846,"-",2907942,,"YALI0_F10527g","XP_505249.2",164,"YALI0F10527p"
"chromosome F","NC_006072.1",1421083,1422488,"+",2908964,,"YALI0_F10541g","XP_505250.1",299,"YALI0F10541p"
"chromosome F","NC_006072.1",1423688,1425040,"+",2908965,,"YALI0_F10549g","XP_505251.1",450,"YALI0F10549p"
"chromosome F","NC_006072.1",1428812,1429627,"+",2908967,,"YALI0_F10615g","XP_505252.1",271,"YALI0F10615p"
"chromosome F","NC_006072.1",1430102,1430422,"+",2908968,,"YALI0_F10637g","XP_505253.2",106,"YALI0F10637p"
"chromosome F","NC_006072.1",1431240,1433939,"-",2908969,,"YALI0_F10659g","XP_505254.1",899,"YALI0F10659p"
"chromosome F","NC_006072.1",1435319,1436578,"-",2908889,,"YALI0_F10703g","XP_505256.1",419,"YALI0F10703p"
"chromosome F","NC_006072.1",1437185,1439155,"+",2908890,,"YALI0_F10725g","XP_505257.1",656,"YALI0F10725p"
"chromosome F","NC_006072.1",1439501,1440091,"-",2908891,,"YALI0_F10747g","XP_505258.1",196,"YALI0F10747p"
"chromosome F","NC_006072.1",1440653,1441405,"+",2908892,,"YALI0_F10769g","XP_505259.1",250,"YALI0F10769p"
"chromosome F","NC_006072.1",1443509,1444120,"-",2908895,,"YALI0_F10824g","XP_505262.1",203,"YALI0F10824p"
"chromosome F","NC_006072.1",1449289,1451391,"+",2907872,,"YALI0_F10857g","XP_505264.1",700,"YALI0F10857p"
"chromosome F","NC_006072.1",1453960,1456404,"+",2907801,,"YALI0_F10901g","XP_505265.1",814,"YALI0F10901p"
"chromosome F","NC_006072.1",1456459,1458081,"-",2907802,,"YALI0_F10923g","XP_505266.1",540,"YALI0F10923p"
"chromosome F","NC_006072.1",1458394,1462287,"-",2907803,,"YALI0_F10945g","XP_505267.1",1297,"YALI0F10945p"
"chromosome F","NC_006072.1",1463499,1464779,"-",2907805,,"YALI0_F11011g","XP_505268.1",426,"YALI0F11011p"
"chromosome F","NC_006072.1",1468645,1470467,"+",2908175,,"YALI0_F11033g","XP_505269.2",450,"YALI0F11033p"
"chromosome F","NC_006072.1",1470777,1471596,"-",2908176,,"YALI0_F11055g","XP_505270.1",151,"40S ribosomal protein S13"
"chromosome F","NC_006072.1",1472635,1473370,"-",2908177,,"YALI0_F11077g","XP_505271.1",90,"YALI0F11077p"
"chromosome F","NC_006072.1",1474372,1475289,"+",2908178,,"YALI0_F11099g","XP_505272.1",305,"YALI0F11099p"
"chromosome F","NC_006072.1",1475563,1476405,"-",2908179,,"YALI0_F11121g","XP_505273.1",280,"YALI0F11121p"
"chromosome F","NC_006072.1",1477127,1479100,"-",2908180,,"YALI0_F11143g","XP_505274.1",657,"YALI0F11143p"
"chromosome F","NC_006072.1",1480255,1482129,"+",2907962,,"YALI0_F11165g","XP_505275.1",624,"YALI0F11165p"
"chromosome F","NC_006072.1",1482471,1483715,"+",2907963,,"YALI0_F11187g","XP_505276.1",414,"YALI0F11187p"
"chromosome F","NC_006072.1",1484781,1485599,"+",2907964,,"YALI0_F11209g","XP_505277.1",272,"YALI0F11209p"
"chromosome F","NC_006072.1",1485682,1487949,"-",2907965,,"YALI0_F11231g","XP_505278.1",755,"YALI0F11231p"
"chromosome F","NC_006072.1",1489941,1492379,"+",2907966,,"YALI0_F11253g","XP_505279.1",812,"YALI0F11253p"
"chromosome F","NC_006072.1",1492863,1493105,"-",2907967,,"YALI0_F11275g","XP_505280.1",80,"YALI0F11275p"
