,regulator,gene_name,sacc_gene_id,gene_id
2717,GCN4,PYC1,YGL062W,YALI0_C24101g
2718,GCN4,YAP1802,YGR241C,YALI0_B09603g
2719,GCN4,LAG1,YHL003C,YALI0_F06424g
2720,GCN4,RAD2,YGR258C,YALI0_D20240g
2721,GCN4,GUA1,YMR217W,YALI0_B16104g
2722,GCN4,MDY2,YOL111C,YALI0_B17061g
2723,GCN4,SFC1,YJR095W,YALI0_E34672g
2724,GCN4,KIP3,YGL216W,YALI0_E07491g
2725,GCN4,IRA2,YOL081W,YALI0_B07535g
2726,GCN4,RPS23B,YPR132W,YALI0_A20746g
2727,GCN4,MET30,YIL046W,YALI0_B09977g
2728,GCN4,SUP35,YDR172W,YALI0_B08250g
2729,GCN4,RAS2,YNL098C,YALI0_E08756g
2730,GCN4,CUS1,YMR240C,YALI0_D05577g
2731,GCN4,FRA1,YLL029W,YALI0_E19184g
2732,GCN4,APP1,YNL094W,YALI0_D02233g
2733,GCN4,HSH49,YOR319W,YALI0_E15356g
2734,GCN4,URA6,YKL024C,YALI0_F09339g
2735,GCN4,ADH3,YMR083W,YALI0_E17787g
2736,GCN4,CAM1,YPL048W,YALI0_B12562g
2737,GCN4,PCL7,YIL050W,YALI0_C05126g
2738,GCN4,SAM2,YDR502C,YALI0_B14509g
2739,GCN4,EXG1,YLR300W,YALI0_F05390g
2740,GCN4,ESS1,YJR017C,YALI0_B14663g
2741,GCN4,ADP1,YCR011C,YALI0_E14729g
2742,GCN4,CDC25,YLR310C,YALI0_D22286g
2743,GCN4,ERG25,YGR060W,YALI0_F11297g
2744,GCN4,IDI1,YPL117C,YALI0_F04015g
2745,GCN4,CRH1,YGR189C,YALI0_C09680g
2747,GCN4,NMA1,YLR328W,YALI0_E25652g
2748,GCN4,SUN4,YNL066W,YALI0_E33539g
2749,GCN4,EFB1,YAL003W,YALI0_F09669g
2750,GCN4,AVT3,YKL146W,YALI0_E10637g
2751,GCN4,DAD1,YDR016C,YALI0_B13684g
2752,GCN4,YKE4,YIL023C,YALI0_F04312g
2753,GCN4,ETT1,YOR051C,YALI0_D22132g
2754,GCN4,PSP1,YDR505C,YALI0_F06864g
2755,GCN4,ACT1,YFL039C,YALI0_D08272g
2756,GCN4,RGT2,YDL138W,YALI0_C06424g
2757,GCN4,SND3,YBR106W,YALI0_B04444g
2758,GCN4,NIP7,YPL211W,YALI0_E34287g
2759,GCN4,ITR1,YDR497C,YALI0_F23903g
2760,GCN4,ANP1,YEL036C,YALI0_C04004g
2761,GCN4,INO80,YGL150C,YALI0_E09012g
2762,GCN4,SYG1,YIL047C,YALI0_F14597g
2763,GCN4,MTR2,YKL186C,YALI0_B11132g
2764,GCN4,UBA2,YDR390C,YALI0_E06017g
2765,GCN4,YEF3,YLR249W,YALI0_E13277g
2766,GCN4,ADH6,YMR318C,YALI0_E07766g
2767,GCN4,TRI1,YMR233W,YALI0_D25344g
2768,GCN4,YHM2,YMR241W,YALI0_B10736g
2769,GCN4,CTP1,YBR291C,YALI0_F26323g
2770,GCN4,SAC7,YDR389W,YALI0_D13684g
2771,GCN4,ADK2,YER170W,YALI0_F26521g
2772,GCN4,GDT1,YBR187W,YALI0_C07304g
2773,GCN4,RTN1,YDR233C,YALI0_B01738g
2774,GCN4,RPL10,YLR075W,YALI0_D13104g
2775,GCN4,BET3,YKR068C,YALI0_C08782g
2776,GCN4,DAP2,YHR028C,YALI0_B02838g
2777,GCN4,IDH2,YOR136W,YALI0_D06303g
2778,GCN4,APA2,YDR530C,YALI0_F30349g
2779,GCN4,STE23,YLR389C,YALI0_F25091g
2780,GCN4,NAT3,YPR131C,YALI0_D13860g
2781,GCN4,ERG24,YNL280C,YALI0_B23298g
2782,GCN4,SIT4,YDL047W,YALI0_F14069g
2783,GCN4,GPP2,YER062C,YALI0_F25025g
2784,GCN4,ARA2,YMR041C,YALI0_F30811g
2785,GCN4,HOS3,YPL116W,YALI0_A20834g
2786,GCN4,LSB6,YJL100W,YALI0_A02453g
2787,GCN4,RPB4,YJL140W,YALI0_C12793g
2788,GCN4,ERG11,YHR007C,YALI0_B05126g
2789,GCN4,ATG26,YLR189C,YALI0_D18403g
2790,GCN4,PUF4,YGL014W,YALI0_E10395g
2791,GCN4,TOM40,YMR203W,YALI0_F31207g
2792,GCN4,TRR1,YDR353W,YALI0_D27126g
2793,GCN4,PDI1,YCL043C,YALI0_E03036g
2794,GCN4,HGH1,YGR187C,YALI0_F07315g
2795,GCN4,PHO91,YNR013C,YALI0_E31064g
2796,GCN4,PGM1,YKL127W,YALI0_E02090g
2797,GCN4,PTH4,YOL114C,YALI0_F13035g
2798,GCN4,SSM4,YIL030C,YALI0_F19360g
2799,GCN4,NAM8,YHR086W,YALI0_D04917g
2800,GCN4,YML6,YML025C,YALI0_E20493g
2801,GCN4,CCL1,YPR025C,YALI0_A06996g
2802,GCN4,FMS1,YMR020W,YALI0_B23430g
2803,GCN4,ACP1,YKL192C,YALI0_D14850g
2804,GCN4,CKA1,YIL035C,YALI0_D16863g
2805,GCN4,JJJ1,YNL227C,YALI0_B15312g
2806,GCN4,OCA2,YNL056W,YALI0_D26125g
2807,GCN4,THS1,YIL078W,YALI0_F11231g
2808,GCN4,YME2,YMR302C,YALI0_E21175g
2809,GCN4,WTM2,YOR229W,YALI0_C22704g
2810,GCN4,MAM3,YOL060C,YALI0_E31405g
2811,GCN4,HTS1,YPR033C,YALI0_E13123g
2812,GCN4,DGK1,YOR311C,YALI0_F19052g
2813,GCN4,DST1,YGL043W,YALI0_E09196g
2814,GCN4,EOS1,YNL080C,YALI0_D01936g
2815,GCN4,JSN1,YJR091C,YALI0_A19668g
2816,GCN4,MMF1,YIL051C,YALI0_C09735g
2817,GCN4,KES1,YPL145C,YALI0_C11693g
2818,GCN4,DPH2,YKL191W,YALI0_A19954g
2819,GCN4,MES1,YGR264C,YALI0_F29843g
2820,GCN4,ALA1,YOR335C,YALI0_B04180g
2821,GCN4,SKS1,YPL026C,YALI0_B08558g
2822,GCN4,MAS1,YLR163C,YALI0_A14806g
2823,GCN4,OCA1,YNL099C,YALI0_E22880g
2824,GCN4,OAR1,YKL055C,YALI0_C19965g
2825,GCN4,SIZ1,YDR409W,YALI0_E23342g
2826,GCN4,KTI12,YKL110C,YALI0_E01738g
2827,GCN4,YCH1,YGR203W,YALI0_D18293g
2828,GCN4,AAC1,YMR056C,YALI0_D08228g
2829,GCN4,FAF1,YIL019W,YALI0_F05170g
2830,GCN4,GIM3,YNL153C,YALI0_A01738g
2831,GCN4,RNA15,YGL044C,YALI0_E23628g
2832,GCN4,TAF13,YML098W,YALI0_D09625g
2833,GCN4,MDM34,YGL219C,YALI0_D24926g
2834,GCN4,HIP1,YGR191W,YALI0_B19492g
2835,GCN4,PCT1,YGR202C,YALI0_D18271g
2836,GCN4,SSH4,YKL124W,YALI0_A18898g
2837,GCN4,DMA2,YNL116W,YALI0_F18634g
2838,GCN4,ECM31,YBR176W,YALI0_B18898g
2839,GCN4,UIP5,YKR044W,YALI0_D01606g
2840,GCN4,FMP32,YFL046W,YALI0_D13134g
2842,GCN4,MAL13,YGR288W,YALI0_C09009g
2843,GCN4,YPQ1,YOL092W,YALI0_F05060g
2844,GCN4,SFK1,YKL051W,YALI0_B21560g
2845,GCN4,CCC1,YLR220W,YALI0_D20306g
2846,GCN4,AIR2,YDL175C,YALI0_A17292g
2847,GCN4,AIR1,YIL079C,YALI0_A17292g
2848,GCN4,CIR2,YOR356W,YALI0_C14806g
2849,GCN4,CFD1,YIL003W,YALI0_E19074g
2850,GCN4,SMX2,YFL017W-A,YALI0_D01155g
2851,GCN4,ECM38,YLR299W,YALI0_C11363g
2852,GCN4,GEM1,YAL048C,YALI0_F07491g
2853,GCN4,MUM2,YBR057C,YALI0_A00369g
2854,GCN4,RAD16,YBR114W,YALI0_F01232g
2855,GCN4,TEF2,YBR118W,YALI0_C09141g
2856,GCN4,MUD1,YBR119W,YALI0_B13860g
2857,GCN4,POP4,YBR257W,YALI0_C03784g
2858,GCN4,ATG22,YCL038C,YALI0_C03608g
2859,GCN4,RSA4,YCR072C,YALI0_A06479g
2860,GCN4,GPM2,YDL021W,YALI0_B02728g
2861,GCN4,MSH5,YDL154W,YALI0_A09724g
2862,GCN4,MRX19,YDL183C,YALI0_D12474g
2863,GCN4,TVP23,YDR084C,YALI0_D25036g
2864,GCN4,TRM1,YDR120C,YALI0_E30723g
2865,GCN4,ECM18,YDR125C,YALI0_C07326g
2866,GCN4,VPS60,YDR486C,YALI0_B08987g
2867,GCN4,EMI1,YDR512C,YALI0_B16962g
2868,GCN4,GRX2,YDR513W,YALI0_C05467g
2869,GCN4,GLC3,YEL011W,YALI0_C06798g
2870,GCN4,CIN8,YEL061C,YALI0_F14179g
2872,GCN4,RPS24A,YER074W,YALI0_D13728g
2873,GCN4,ECM32,YER176W,YALI0_D23881g
2874,GCN4,SEC4,YFL005W,YALI0_E23067g
2875,GCN4,FRS2,YFL022C,YALI0_D16643g
2876,GCN4,MRF1,YGL143C,YALI0_E22759g
2877,GCN4,VID30,YGL227W,YALI0_F11693g
2878,GCN4,EMC4,YGL231C,YALI0_A10274g
2880,GCN4,LSM12,YHR121W,YALI0_C11055g
2881,GCN4,SOL3,YHR163W,YALI0_E11671g
2882,GCN4,EXO70,YJL085W,YALI0_C11946g
2883,GCN4,TRL1,YJL087C,YALI0_D14916g
2884,GCN4,VPS55,YJR044C,YALI0_F02277g
2885,GCN4,RPS4A,YJR145C,YALI0_D12903g
2886,GCN4,CTK1,YKL139W,YALI0_B22528g
2887,GCN4,MCD4,YKL165C,YALI0_F20570g
2888,GCN4,COY1,YKL179C,YALI0_C18821g
2889,GCN4,ORC3,YLL004W,YALI0_F14773g
2890,GCN4,SPO75,YLL005C,YALI0_D06864g
2891,GCN4,DRS1,YLL008W,YALI0_B16896g
2892,GCN4,COX17,YLL009C,YALI0_C17391g
2893,GCN4,FRE8,YLR047C,YALI0_B17292g
2894,GCN4,RPS0B,YLR048W,YALI0_A18205g
2895,GCN4,ATG33,YLR356W,YALI0_F11363g
2896,GCN4,ADE13,YLR359W,YALI0_B17402g
2897,GCN4,KAR5,YMR065W,YALI0_D12947g
2898,GCN4,HFD1,YMR110C,YALI0_B01298g
2899,GCN4,PSO2,YMR137C,YALI0_D12166g
2900,GCN4,CIN4,YMR138W,YALI0_E23793g
2901,GCN4,GAD1,YMR250W,YALI0_F08415g
2902,GCN4,MRP7,YNL005C,YALI0_D12320g
2903,GCN4,MRPL19,YNL185C,YALI0_D22088g
2904,GCN4,GPM3,YOL056W,YALI0_B02728g
2906,GCN4,TRM11,YOL124C,YALI0_C13882g
2907,GCN4,RGS2,YOR107W,YALI0_F29249g
2908,GCN4,INP53,YOR109W,YALI0_D06413g
2909,GCN4,TFC7,YOR110W,YALI0_F22421g
2911,GCN4,DED1,YOR204W,YALI0_C21472g
2912,GCN4,ISW2,YOR304W,YALI0_E02332g
2913,GCN4,MRS2,YOR334W,YALI0_F06248g
2914,GCN4,NOG1,YPL093W,YALI0_B00990g
2915,GCN4,TIP41,YPR040W,YALI0_C23100g
2916,GCN4,DRS2,YAL026C,YALI0_E34551g
2917,GCN4,TYR1,YBR166C,YALI0_F17644g
2918,GCN4,SSE2,YBR169C,YALI0_E13255g
2919,GCN4,ABD1,YBR236C,YALI0_C13618g
2920,GCN4,VAM6,YDL077C,YALI0_B11550g
2921,GCN4,BAP3,YDR046C,YALI0_B16522g
2922,GCN4,TFB5,YDR079C-A,YALI0_F17688g
2923,GCN4,VPS41,YDR080W,YALI0_F17710g
2924,GCN4,CTS2,YDR371W,YALI0_F04532g
2925,GCN4,ARO10,YDR380W,YALI0_D06930g
2926,GCN4,SNX41,YDR425W,YALI0_D07678g
2927,GCN4,PHM8,YER037W,YALI0_F26785g
2928,GCN4,PIC2,YER053C,YALI0_C05753g
2929,GCN4,PDC6,YGR087C,YALI0_D10131g
2930,GCN4,VSB1,YGR125W,YALI0_F23023g
2931,GCN4,YOR1,YGR281W,YALI0_D24189g
2933,GCN4,VTH1,YIL173W,YALI0_E05247g
2934,GCN4,PIR5,YJL160C,YALI0_B20306g
2935,GCN4,RAD26,YJR035W,YALI0_C16643g
2936,GCN4,TAH11,YJR046W,YALI0_C17369g
2938,GCN4,PIR3,YKL163W,YALI0_B20306g
2939,GCN4,SRY1,YKL218C,YALI0_B19360g
2940,GCN4,ECM9,YKR004C,YALI0_A02431g
2941,GCN4,UTH1,YKR042W,YALI0_E33539g
2942,GCN4,PRP19,YLL036C,YALI0_C03982g
2943,GCN4,HSU1,YLL058W,YALI0_D17402g
2944,GCN4,URA10,YMR271C,YALI0_F21527g
2945,GCN4,SOL1,YNR034W,YALI0_C19085g
2946,GCN4,BIO5,YNR056C,YALI0_A18183g
2947,GCN4,BIO3,YNR058W,YALI0_D22847g
2948,GCN4,DCS2,YOR173W,YALI0_F31141g
2949,GCN4,SRL4,YPL033C,YALI0_D05929g
2950,GCN4,PNG1,YPL096W,YALI0_C23562g
2951,GCN4,FEX2,YPL279C,YALI0_A20570g
2952,GCN4,AGC1,YPR021C,YALI0_D26147g
2953,GCN4,GAL7,YBR018C,YALI0_F23947g
2954,GCN4,GPR1,YDL035C,YALI0_F19426g
2955,GCN4,PEX7,YDR142C,YALI0_F18480g
2956,GCN4,RPN9,YDR427W,YALI0_E07183g
2957,GCN4,TLG1,YDR468C,YALI0_B05786g
2958,GCN4,PRE4,YFR050C,YALI0_E32505g
2959,GCN4,VAM7,YGL212W,YALI0_C16412g
2960,GCN4,SSC1,YJR045C,YALI0_C17347g
2961,GCN4,VPS24,YKL041W,YALI0_B18040g
2962,GCN4,EMW1,YNL313C,YALI0_D00297g
2963,GCN4,RHO5,YNL180C,YALI0_B15752g
2964,GCN4,INP52,YNL106C,YALI0_D06413g
2965,GCN4,HST1,YOL068C,YALI0_F11583g
2966,GCN4,COX5B,YIL111W,YALI0_F03567g
2967,GCN4,VTH2,YJL222W,YALI0_E05247g
2968,GCN4,SHH3,YMR118C,YALI0_E29667g
2971,GCN4,SYN8,YAL014C,YALI0_E17875g
2973,GCN4,PDR18,YNR070W,YALI0_F17996g
2974,GCN4,MDL2,YPL270W,YALI0_E00880g
2975,GCN4,MSB4,YOL112W,YALI0_B22792g
2976,GCN4,NCR1,YPL006W,YALI0_C20757g
2977,GCN4,RRI1,YDL216C,YALI0_E04829g
2978,GCN4,ROT2,YBR229C,YALI0_B06600g
2979,GCN4,DUG1,YFR044C,YALI0_F17842g
2980,GCR1,PGK1,YCR012W,YALI0_D12400g
2981,GCR1,TPI1,YDR050C,YALI0_F05214g
2982,GCR1,ADH2,YMR303C,YALI0_A16379g
2983,GCR1,ALD4,YOR374W,YALI0_C03025g
2984,GCR1,OPI3,YJR073C,YALI0_E12441g
2985,GCR1,GUT1,YHL032C,YALI0_F00484g
2986,GCR1,CDC19,YAL038W,YALI0_F09185g
2987,GCR1,TEF2,YBR118W,YALI0_C09141g
2988,GCR1,PGI1,YBR196C,YALI0_F07711g
2989,GCR1,GLK1,YCL040W,YALI0_E15488g
2990,GCR1,RPS13,YDR064W,YALI0_F11055g
2991,GCR1,BMH1,YER177W,YALI0_B14377g
2992,GCR1,RPS25A,YGR027C,YALI0_C03872g
2993,GCR1,TDH3,YGR192C,YALI0_C06369g
2994,GCR1,PFK1,YGR240C,YALI0_D16357g
2995,GCR1,ENO1,YGR254W,YALI0_F16819g
2996,GCR1,ENO2,YHR174W,YALI0_F16819g
2997,GCR1,RPL34B,YIL052C,YALI0_C05082g
2998,GCR1,GPP1,YIL053W,YALI0_F25025g
2999,GCR1,TDH1,YJL052W,YALI0_C06369g
3000,GCR1,TDH2,YJR009C,YALI0_C06369g
3001,GCR1,FBA1,YKL060C,YALI0_E26004g
3002,GCR1,NNR2,YKL151C,YALI0_D11308g
3003,GCR1,GPM1,YKL152C,YALI0_B02728g
3004,GCR1,PDC1,YLR044C,YALI0_D10131g
3005,GCR1,ADH1,YOL086C,YALI0_A16379g
3006,GCR1,RPS9A,YPL081W,YALI0_F05544g
3007,GCR1,PUT4,YOR348C,YALI0_B09537g
3008,GCR1,HXK1,YFR053C,YALI0_B22308g
3009,GCR1,RPL15A,YLR029C,YALI0_D24387g
3010,GCR1,PDA1,YER178W,YALI0_F20702g
3011,GCR1,GLY1,YEL046C,YALI0_A21417g
3012,GCR1,MIT1,YEL007W,YALI0_C08327g
3013,GCR1,EFB1,YAL003W,YALI0_F09669g
3014,GCR1,CTR2,YHR175W,YALI0_E15796g
3015,GCR1,PMP3,YDR276C,YALI0_D16665g
3016,GCR1,RNR4,YGR180C,YALI0_B03630g
3017,GCR1,KES1,YPL145C,YALI0_C11693g
3018,GCR1,TMA19,YKL056C,YALI0_E27071g
3019,GCR1,SNQ2,YDR011W,YALI0_F17996g
3020,GCR1,POR1,YNL055C,YALI0_F17314g
3021,GCR1,RNR2,YJL026W,YALI0_B03630g
3022,GCR1,MDJ1,YFL016C,YALI0_F12551g
3023,GCR1,PDX1,YGR193C,YALI0_B09845g
3024,GCR1,EGD1,YPL037C,YALI0_F08393g
3025,GCR1,SUN4,YNL066W,YALI0_E33539g
3026,GCR1,NUP120,YKL057C,YALI0_D08294g
3027,GCR1,TRX1,YLR043C,YALI0_F01496g
3028,GCR1,PFK2,YMR205C,YALI0_D16357g
3029,GCR1,TNA1,YGR260W,YALI0_E20471g
3030,GCR1,ILV5,YLR355C,YALI0_D03135g
3031,GCR1,HYP2,YEL034W,YALI0_C06886g
3032,GCR1,ANP1,YEL036C,YALI0_C04004g
3033,GCR1,EXG1,YLR300W,YALI0_F05390g
3034,GCR1,GPD1,YDL022W,YALI0_B02948g
3035,GCR1,CPR1,YDR155C,YALI0_C10230g
3036,GCR1,PDI1,YCL043C,YALI0_E03036g
3037,GCR1,BUD22,YMR014W,YALI0_C17853g
3038,GCR1,MCR1,YKL150W,YALI0_D11330g
3039,GCR1,CPA1,YOR303W,YALI0_D07370g
3040,GCR1,CDC6,YJL194W,YALI0_C00671g
3041,GCR1,ESF1,YDR365C,YALI0_C17083g
3042,GCR1,SUB2,YDL084W,YALI0_A11157g
3043,GCR1,RPL12B,YDR418W,YALI0_D13882g
3044,GCR1,RPL27B,YDR471W,YALI0_B05896g
3045,GCR1,UBP9,YER098W,YALI0_F01903g
3046,GCR1,RPL23B,YER117W,YALI0_D10263g
3047,GCR1,ERG4,YGL012W,YALI0_D19206g
3048,GCR1,MRM2,YGL136C,YALI0_E31933g
3049,GCR1,RPS0A,YGR214W,YALI0_A18205g
3050,GCR1,SPS19,YNL202W,YALI0_C03003g
3051,GCR1,RPS19A,YOL121C,YALI0_B20504g
3052,GCR1,RPL3,YOR063W,YALI0_C21560g
3053,GCR1,RPL30,YGL030W,YALI0_E23562g
3054,GCR1,HXT1,YHR094C,YALI0_F19184g
3055,GCR1,RPS18B,YML026C,YALI0_D20614g
3056,GCR1,RPL11A,YPR102C,YALI0_B15103g
3057,GCR2,PGK1,YCR012W,YALI0_D12400g
3058,GCR2,ENO2,YHR174W,YALI0_F16819g
3059,GCR2,ADH1,YOL086C,YALI0_A16379g
3060,GCR2,CDC19,YAL038W,YALI0_F09185g
3061,GCR2,PGI1,YBR196C,YALI0_F07711g
3062,GCR2,GLK1,YCL040W,YALI0_E15488g
3063,GCR2,GPD1,YDL022W,YALI0_B02948g
3064,GCR2,TPI1,YDR050C,YALI0_F05214g
3065,GCR2,HXK1,YFR053C,YALI0_B22308g
3066,GCR2,TDH3,YGR192C,YALI0_C06369g
3067,GCR2,PFK1,YGR240C,YALI0_D16357g
3068,GCR2,ENO1,YGR254W,YALI0_F16819g
3069,GCR2,TDH1,YJL052W,YALI0_C06369g
3070,GCR2,TDH2,YJR009C,YALI0_C06369g
3071,GCR2,FBA1,YKL060C,YALI0_E26004g
3072,GCR2,GPM1,YKL152C,YALI0_B02728g
3073,GCR2,PDC1,YLR044C,YALI0_D10131g
3074,GCR2,PFK2,YMR205C,YALI0_D16357g
3075,GCR2,MDH2,YOL126C,YALI0_E14190g
3076,GCR2,KRE33,YNL132W,YALI0_B14751g
3077,GCR2,CKS1,YBR135W,YALI0_F18700g
3078,GCR2,ADH5,YBR145W,YALI0_A16379g
3079,GCR2,OCA4,YCR095C,YALI0_E27368g
3080,GCR2,RMD1,YDL001W,YALI0_B05390g
3081,GCR2,RPL31A,YDL075W,YALI0_E24475g
3082,GCR2,SMT3,YDR510W,YALI0_F06826g
3083,GCR2,PYC1,YGL062W,YALI0_C24101g
3084,GCR2,ZRT1,YGL255W,YALI0_F21659g
3085,GCR2,NNF2,YGR089W,YALI0_C08591g
3086,GCR2,RBG2,YGR173W,YALI0_B12936g
3087,GCR2,CDC6,YJL194W,YALI0_C00671g
3088,GCR2,ELO1,YJL196C,YALI0_B20196g
3089,GCR2,MRT4,YKL009W,YALI0_F31317g
3090,GCR2,SUN4,YNL066W,YALI0_E33539g
3091,GCR2,RPS19A,YOL121C,YALI0_B20504g
3092,GCR2,NNR2,YKL151C,YALI0_D11308g
3093,GLN3,UGA2,YBR006W,YALI0_F26191g
3094,GLN3,DUR12,YBR208C,YALI0_E07271g
3095,GLN3,HIS4,YCL030C,YALI0_A15950g
3096,GLN3,UGA4,YDL210W,YALI0_A19558g
3097,GLN3,GDH2,YDL215C,YALI0_E09603g
3098,GLN3,UGA1,YGR019W,YALI0_E18238g
3099,GLN3,DAL1,YIR027C,YALI0_F23243g
3100,GLN3,BAT2,YJR148W,YALI0_D01265g
3101,GLN3,DAL5,YJR152W,YALI0_F16423g
3102,GLN3,GAP1,YKR039W,YALI0_E10219g
3103,GLN3,PUT1,YLR142W,YALI0_B09625g
3104,GLN3,HIS3,YOR202W,YALI0_E33957g
3105,GLN3,GDH1,YOR375C,YALI0_F17820g
3106,GLN3,UGA3,YDL170W,YALI0_D20394g
3107,GLN3,GLT1,YDL171C,YALI0_B19998g
3108,GLN3,GNP1,YDR508C,YALI0_C09889g
3109,GLN3,GCN4,YEL009C,YALI0_E27742g
3110,GLN3,PMA1,YGL008C,YALI0_B22066g
3111,GLN3,MEP1,YGR121C,YALI0_F16896g
3112,GLN3,RPL8A,YHL033C,YALI0_F24695g
3113,GLN3,TDH2,YJR009C,YALI0_C06369g
3114,GLN3,RPS4A,YJR145C,YALI0_D12903g
3115,GLN3,PTR2,YKR093W,YALI0_D19558g
3116,GLN3,ILV5,YLR355C,YALI0_D03135g
3117,GLN3,PHO84,YML123C,YALI0_A21307g
3118,GLN3,CAR1,YPL111W,YALI0_E07535g
3119,GLN3,DIP5,YPL265W,YALI0_C00451g
3120,GLN3,GLN1,YPR035W,YALI0_F00506g
3121,GLN3,MEP3,YPR138C,YALI0_F16896g
3122,GLN3,ASN1,YPR145W,YALI0_A13387g
3123,GLN3,NAT4,YMR069W,YALI0_B00638g
3124,GLN3,RSO55,YLR281C,YALI0_E22759g
3125,GLN3,RPL9B,YNL067W,YALI0_E29073g
3126,GLN3,PUS2,YGL063W,YALI0_C12749g
3127,GLN3,GLY1,YEL046C,YALI0_A21417g
3128,GLN3,PYC1,YGL062W,YALI0_C24101g
3129,GLN3,ENO2,YHR174W,YALI0_F16819g
3130,GLN3,CLB2,YPR119W,YALI0_B15180g
3131,GLN3,ADH1,YOL086C,YALI0_A16379g
3132,GLN3,TDH3,YGR192C,YALI0_C06369g
3133,GLN3,RPS14B,YJL191W,YALI0_D05753g
3134,GLN3,ANP1,YEL036C,YALI0_C04004g
3135,GLN3,RPL3,YOR063W,YALI0_C21560g
3136,GLN3,TEF2,YBR118W,YALI0_C09141g
3137,GLN3,CAR2,YLR438W,YALI0_C04433g
3138,GLN3,ECM38,YLR299W,YALI0_C11363g
3139,GLN3,ADH7,YCR105W,YALI0_E07766g
3140,GLN3,IDP1,YDL066W,YALI0_F04095g
3141,GLN3,UBX3,YDL091C,YALI0_D14784g
3142,GLN3,GGC1,YDL198C,YALI0_C14498g
3143,GLN3,ENA1,YDR040C,YALI0_A01023g
3144,GLN3,ILT1,YDR090C,YALI0_C04884g
3145,GLN3,SPS2,YDR522C,YALI0_D07480g
3146,GLN3,ECM32,YER176W,YALI0_D23881g
3147,GLN3,FRS2,YFL022C,YALI0_D16643g
3148,GLN3,ZRT1,YGL255W,YALI0_F21659g
3149,GLN3,RBG2,YGR173W,YALI0_B12936g
3150,GLN3,RPS20,YHL015W,YALI0_E20581g
3151,GLN3,DUR3,YHL016C,YALI0_B04202g
3152,GLN3,ARG4,YHR018C,YALI0_D26367g
3153,GLN3,NMD3,YHR170W,YALI0_F08151g
3154,GLN3,IST3,YIR005W,YALI0_C16368g
3155,GLN3,DAL4,YIR028W,YALI0_D05621g
3156,GLN3,DAL2,YIR029W,YALI0_D18337g
3157,GLN3,DCG1,YIR030C,YALI0_E22627g
3158,GLN3,DAL7,YIR031C,YALI0_E15708g
3159,GLN3,DAL3,YIR032C,YALI0_F06710g
3160,GLN3,MGA2,YIR033W,YALI0_B12342g
3161,GLN3,ARG3,YJL088W,YALI0_D14894g
3162,GLN3,CPS1,YJL172W,YALI0_F25333g
3163,GLN3,CPA2,YJR109C,YALI0_C23969g
3164,GLN3,YMR1,YJR110W,YALI0_E23738g
3165,GLN3,LHS1,YKL073W,YALI0_E13255g
3166,GLN3,APE1,YKL103C,YALI0_C10494g
3167,GLN3,COY1,YKL179C,YALI0_C18821g
3168,GLN3,RIX7,YLL034C,YALI0_F21329g
3169,GLN3,FRE8,YLR047C,YALI0_B17292g
3170,GLN3,RPS0B,YLR048W,YALI0_A18205g
3171,GLN3,ZRT2,YLR130C,YALI0_F21659g
3172,GLN3,MRPL4,YLR439W,YALI0_B11000g
3173,GLN3,VBA1,YMR088C,YALI0_E18095g
3174,GLN3,MRPL24,YMR193W,YALI0_B08074g
3175,GLN3,MEP2,YNL142W,YALI0_E27203g
3176,GLN3,MCH4,YOL119C,YALI0_B04004g
3177,GLN3,RAS1,YOR101W,YALI0_E08756g
3178,GLN3,TIP41,YPR040W,YALI0_C23100g
3179,GLN3,OPT2,YPR194C,YALI0_F13959g
3180,HAA1,TPO2,YGR138C,YALI0_B21142g
3181,HAA1,TDA6,YPR157W,YALI0_E06083g
3182,HAA1,PHM8,YER037W,YALI0_F26785g
3183,HAA1,YPC1,YBR183W,YALI0_D20262g
3184,HAA1,TOS3,YGL179C,YALI0_D08822g
3185,HAP1,ERG11,YHR007C,YALI0_B05126g
3186,HAP1,CYC1,YJR048W,YALI0_D09273g
3187,HAP1,ERG3,YLR056W,YALI0_D20878g
3188,HAP1,YPC1,YBR183W,YALI0_D20262g
3190,HAP1,HXT7,YDR342C,YALI0_F19184g
3191,HAP1,IZH1,YDR492W,YALI0_E17677g
3192,HAP1,STL1,YDR536W,YALI0_C04730g
3193,HAP1,RIP1,YEL024W,YALI0_A02915g
3194,HAP1,HYP2,YEL034W,YALI0_C06886g
3195,HAP1,CYC7,YEL039C,YALI0_D09273g
3196,HAP1,PIC2,YER053C,YALI0_C05753g
3197,HAP1,COX15,YER141W,YALI0_F24651g
3198,HAP1,OLE1,YGL055W,YALI0_C05951g
3199,HAP1,CTT1,YGR088W,YALI0_E34749g
3200,HAP1,CLD1,YGR110W,YALI0_D17842g
3201,HAP1,YHB1,YGR234W,YALI0_C21362g
3203,HAP1,SOD2,YHR008C,YALI0_B08921g
3204,HAP1,HXT5,YHR096C,YALI0_F19184g
3205,HAP1,ERG9,YHR190W,YALI0_A10076g
3206,HAP1,LSB6,YJL100W,YALI0_A02453g
3207,HAP1,ANB1,YJR047C,YALI0_C06886g
3208,HAP1,SOD1,YJR104C,YALI0_E12133g
3209,HAP1,SFK1,YKL051W,YALI0_B21560g
3210,HAP1,PCK1,YKR097W,YALI0_C16995g
3211,HAP1,COX12,YLR038C,YALI0_E16709g
